week,position,performer,song,instance,previous_position,peak_position,weeks_on_chart
2018-11-24,15,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",Taki Taki,1,16,11,7
2018-11-24,16,XXXTENTACION,BAD!,1,-,16,1
2018-11-24,17,Gucci Mane X Bruno Mars X Kodak Black,Wake Up In The Sky,1,14,14,9
2018-11-24,18,Ella Mai,Trip,1,17,11,15
2018-11-24,19,Bad Bunny Featuring Drake,MIA,1,19,5,5
2018-11-24,20,Khalid & Normani,Love Lies,1,13,9,39
2018-11-24,21,"Benny Blanco, Halsey & Khalid",Eastside,1,18,18,18
2018-11-24,22,Post Malone & Swae Lee,Sunflower (Spider-Man: Into The Spider-Verse),1,23,9,4
2018-11-24,23,Ariana Grande,God Is A Woman,1,20,8,18
2018-11-24,24,Lady Gaga & Bradley Cooper,Shallow,1,22,5,7
2018-11-24,25,Cardi B,Money,1,24,13,4
2018-11-24,26,"Cardi B, Bad Bunny & J Balvin",I Like It,1,25,1,32
2018-11-24,27,Tyga Featuring Offset,Taste,1,26,8,25
2018-11-24,28,Kane Brown,Lose It,2,53,28,18
2018-11-24,29,Drake,In My Feelings,1,27,1,20
2018-11-24,30,Lil Baby & Drake,Yes Indeed,1,30,6,27
2018-11-24,31,lovelytheband,Broken,1,29,29,18
2018-11-24,32,Bazzi Featuring Camila Cabello,Beautiful,1,32,31,15
2018-11-24,33,Drake,Nonstop,1,28,2,20
2018-11-24,34,Lil Wayne,Uproar,1,34,7,7
2018-11-24,35,Luke Combs,She Got The Best Of Me,1,39,35,14
2018-11-24,36,Dan + Shay,Tequila,2,43,21,36
2018-11-24,37,Flipp Dinero,Leave Me Alone,1,41,37,9
2018-11-24,38,Dan + Shay,Speechless,1,45,38,10
2018-11-24,39,Cardi B Featuring Kehlani,Ring,2,36,36,17
2018-11-24,40,Queen,Bohemian Rhapsody,3,33,33,43
2018-11-24,41,Lauv,I Like Me Better,1,37,27,40
2018-11-24,42,6ix9ine Featuring Nicki Minaj & Murda Beatz,FEFE,1,31,3,17
2018-11-24,43,Ella Mai,Boo'd Up,1,40,5,33
2018-11-24,44,Juice WRLD,Armed And Dangerous,1,-,44,1
2018-11-24,45,XXXTENTACION,Sad!,1,46,1,37
2018-11-24,46,Jimmie Allen,Best Shot,1,50,46,9
2018-11-24,47,Bebe Rexha,I'm A Mess,1,35,35,18
2018-11-24,48,Post Malone Featuring Ty Dolla $ign,Psycho,1,48,1,38
2018-11-24,49,"YG Featuring 2 Chainz, Big Sean & Nicki Minaj",Big Bank,2,44,16,24
2018-11-24,50,NF,Lie,2,54,50,16
2018-11-24,51,Khalid,Better,1,55,34,9
2018-11-24,52,Trippie Redd,Topanga,1,90,52,3
2018-11-24,53,Shawn Mendes X Zedd,Lost In Japan,2,52,48,8
2018-11-24,54,Mitchell Tenpenny,Drunk Me,2,58,54,14
2018-11-24,55,Trippie Redd Featuring Juice WRLD,1400 / 999 Freestyle,1,-,55,1
2018-11-24,56,Metro Boomin Featuring 21 Savage,10 Freaky Girls,1,42,42,2
2018-11-24,57,Meek Mill Featuring Jeremih & PnB Rock,Dangerous,2,66,57,13
2018-11-24,58,Lil Baby,Close Friends,1,59,28,6
2018-11-24,59,Billie Eilish,When The Party's Over,1,67,58,4
2018-11-24,60,XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee,Arms Around You,1,56,28,3
2018-11-24,61,Yella Beezy,That's On Me,1,57,57,16
2018-11-24,62,Lil' Duval Featuring Snoop Dogg & Ball Greezy,Smile (Living My Best Life),1,61,56,12
2018-11-24,63,Metro Boomin Featuring 21 Savage,Don't Come Out The House,1,38,38,2
2018-11-24,64,Lauren Daigle,You Say,1,70,44,18
2018-11-24,65,Future & Juice WRLD,Fine China,1,64,26,4
2018-11-24,66,Metro Boomin Featuring Gunna,Space Cadet,1,51,51,2
2018-11-24,67,Chris Young,Hangin' On,1,65,63,11
2018-11-24,68,Maren Morris,Rich,2,71,68,6
2018-11-24,69,French Montana Featuring Drake,No Stylist,1,73,47,8
2018-11-24,70,Lil Baby & Gunna Featuring Drake,Never Recover,1,69,15,6
2018-11-24,71,Kanye West & Lil Pump,I Love It,1,60,6,10
2018-11-24,72,Lil Peep & XXXTENTACION,Falling Down,1,78,13,9
2018-11-24,73,Trippie Redd,Love Scars 3,1,-,73,1
2018-11-24,74,Pardison Fontaine Featuring Cardi B,Backin' It Up,2,77,74,5
2018-11-24,75,Dierks Bentley Featuring Brothers Osborne,Burning Man,1,92,75,4
2018-11-24,76,Russell Dickerson,Blue Tacoma,1,74,52,13
2018-11-24,77,The Chainsmokers Featuring Kelsea Ballerini,This Feeling,3,95,77,5
2018-11-24,78,Tyga & Nicki Minaj,Dip,1,63,63,3
2018-11-24,79,Imagine Dragons,Bad Liar,1,-,79,1
2018-11-24,80,Tory Lanez & Rich The Kid,Talk To Me,1,83,76,3
2018-11-24,81,Dean Lewis,Be Alright,1,89,81,3
2018-11-24,82,Quavo,W O R K I N M E,1,75,52,14
2018-11-24,83,Camila Cabello,Consequences,1,97,83,2
2018-11-24,84,Daniel Caesar Featuring H.E.R.,Best Part,1,84,75,17
2018-11-24,85,Lady Gaga,Always Remember Us This Way,1,81,41,6
2018-11-24,86,Anuel AA & Romeo Santos,Ella Quiere Beber,1,86,86,2
2018-11-24,87,Lil Wayne Featuring Kendrick Lamar,Mona Lisa,1,82,2,7
2018-11-24,88,6ix9ine Featuring Bobby Shmurda,STOOPID,1,80,25,6
2018-11-24,89,Trippie Redd Featuring Kodie Shane,Negative Energy,1,-,89,1
2018-11-24,90,Lil Mosey,Noticed,2,91,80,8
2018-11-24,91,Thomas Rhett,Sixteen,1,-,91,1
2018-11-24,92,Eminem Featuring Joyner Lucas,Lucky You,1,93,6,11
2018-11-24,93,Dustin Lynch,Good Girl,1,-,93,1
2018-11-24,94,Eric Church,Desperate Man,4,-,94,14
2018-11-24,95,Kip Moore,Last Shot,1,-,95,1
2018-11-24,96,Chris Stapleton,Millionaire,1,-,96,1
2018-11-24,97,Lady Gaga,I'll Never Love Again,1,85,36,6
2018-11-24,98,Trippie Redd,Toxic Waste,1,-,98,1
2018-11-24,99,Bryce Vine,Drew Barrymore,1,76,46,14
2018-11-24,100,Tiesto & Dzeko Featuring Preme & Post Malone,Jackie Chan,1,87,52,19
2018-12-01,1,Ariana Grande,"Thank U, Next",1,1,1,3
2018-12-01,2,Travis Scott,Sicko Mode,1,2,2,16
2018-12-01,3,Marshmello & Bastille,Happier,1,3,3,14
2018-12-01,4,Halsey,Without Me,1,4,4,7
2018-12-01,5,Juice WRLD,Lucid Dreams,1,6,2,28
2018-12-01,6,Panic! At The Disco,High Hopes,3,8,6,16
2018-12-01,7,Sheck Wes,Mo Bamba,1,7,7,13
2018-12-01,8,Maroon 5 Featuring Cardi B,Girls Like You,1,5,1,26
2018-12-01,9,Lil Baby & Gunna,Drip Too Hard,1,10,4,10
2018-12-01,10,Kodak Black Featuring Travis Scott & Offset,ZEZE,1,9,2,6
2018-12-01,11,Post Malone,Better Now,1,11,3,30
2018-12-01,12,5 Seconds Of Summer,Youngblood,1,12,7,25
2018-12-01,13,Ariana Grande,Breathin,1,14,13,14
2018-12-01,14,Gucci Mane X Bruno Mars X Kodak Black,Wake Up In The Sky,1,17,14,10
2018-12-01,15,Ella Mai,Trip,1,18,11,16
2018-12-01,16,Post Malone & Swae Lee,Sunflower (Spider-Man: Into The Spider-Verse),1,22,9,5
2018-12-01,17,"Benny Blanco, Halsey & Khalid",Eastside,1,21,17,19
2018-12-01,18,Bad Bunny Featuring Drake,MIA,1,19,5,6
2018-12-01,19,Khalid & Normani,Love Lies,1,20,9,40
2018-12-01,20,Imagine Dragons,Natural,1,13,13,18
2018-12-01,21,Cardi B,Money,1,25,13,5
2018-12-01,22,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",Taki Taki,1,15,11,8
2018-12-01,23,Lady Gaga & Bradley Cooper,Shallow,1,24,5,8
2018-12-01,24,"Cardi B, Bad Bunny & J Balvin",I Like It,1,26,1,33
2018-12-01,25,Drake,In My Feelings,1,29,1,21
2018-12-01,26,Ariana Grande,God Is A Woman,1,23,8,19
2018-12-01,27,Tyga Featuring Offset,Taste,1,27,8,26
2018-12-01,28,Flipp Dinero,Leave Me Alone,1,37,28,10
2018-12-01,29,Mariah Carey,All I Want For Christmas Is You,8,-,29,24
2018-12-01,30,Bazzi Featuring Camila Cabello,Beautiful,1,32,30,16
2018-12-01,31,Lil Baby & Drake,Yes Indeed,1,30,6,28
2018-12-01,32,Drake,Nonstop,1,33,2,21
2018-12-01,33,Dan + Shay,Speechless,1,38,33,11
2018-12-01,34,Luke Combs,She Got The Best Of Me,1,35,34,15
2018-12-01,35,lovelytheband,Broken,1,31,29,19
2018-12-01,36,Dan + Shay,Tequila,2,36,21,37
2018-12-01,37,Lil Wayne,Uproar,1,34,7,8
2018-12-01,38,6ix9ine Featuring Nicki Minaj & Murda Beatz,FEFE,1,42,3,18
2018-12-01,39,XXXTENTACION,BAD!,1,16,16,2
2018-12-01,40,Kane Brown,Lose It,2,28,28,19
2018-12-01,41,Cardi B Featuring Kehlani,Ring,2,39,36,18
2018-12-01,42,Ella Mai,Boo'd Up,1,43,5,34
2018-12-01,43,Khalid,Better,1,51,34,10
2018-12-01,44,Lauv,I Like Me Better,1,41,27,41
2018-12-01,45,Post Malone Featuring Ty Dolla $ign,Psycho,1,48,1,39
2018-12-01,46,XXXTENTACION,Sad!,1,45,1,38
2018-12-01,47,Jimmie Allen,Best Shot,1,46,46,10
2018-12-01,48,NF,Lie,2,50,48,17
2018-12-01,49,XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee,Arms Around You,1,60,28,4
2018-12-01,50,Queen,Bohemian Rhapsody,3,40,33,44
2018-12-01,51,Meek Mill Featuring Jeremih & PnB Rock,Dangerous,2,57,51,14
2018-12-01,52,Billie Eilish,When The Party's Over,1,59,52,5
2018-12-01,53,Juice WRLD,Armed And Dangerous,1,44,44,2
2018-12-01,54,Shawn Mendes X Zedd,Lost In Japan,2,53,48,9
2018-12-01,55,Mitchell Tenpenny,Drunk Me,2,54,54,15
2018-12-01,56,Yella Beezy,That's On Me,1,61,56,17
2018-12-01,57,Lil Baby,Close Friends,1,58,28,7
2018-12-01,58,Lauren Daigle,You Say,1,64,44,19
2018-12-01,59,Bebe Rexha,I'm A Mess,1,47,35,19
2018-12-01,60,Lil' Duval Featuring Snoop Dogg & Ball Greezy,Smile (Living My Best Life),1,62,56,13
2018-12-01,61,Trippie Redd,Topanga,1,52,52,4
2018-12-01,62,Maren Morris,Rich,2,68,62,7
2018-12-01,63,Metro Boomin Featuring 21 Savage,10 Freaky Girls,1,56,42,3
2018-12-01,64,Future & Juice WRLD,Fine China,1,65,26,5
2018-12-01,65,Pardison Fontaine Featuring Cardi B,Backin' It Up,2,74,65,6
2018-12-01,66,French Montana Featuring Drake,No Stylist,1,69,47,9
2018-12-01,67,Chris Young,Hangin' On,1,67,63,12
2018-12-01,68,Trippie Redd Featuring Juice WRLD,1400 / 999 Freestyle,1,55,55,2
2018-12-01,69,Dierks Bentley Featuring Brothers Osborne,Burning Man,1,75,69,5
2018-12-01,70,Lil Baby & Gunna Featuring Drake,Never Recover,1,70,15,7
2018-12-01,71,Tyga & Nicki Minaj,Dip,1,78,63,4
2018-12-01,72,Tory Lanez & Rich The Kid,Talk To Me,1,80,72,4
2018-12-01,73,The Chainsmokers Featuring Kelsea Ballerini,This Feeling,3,77,73,6
2018-12-01,74,Metro Boomin Featuring Gunna,Space Cadet,1,66,51,3
2018-12-01,75,Kanye West & Lil Pump,I Love It,1,71,6,11
2018-12-01,76,Dean Lewis,Be Alright,1,81,76,4
2018-12-01,77,Russell Dickerson,Blue Tacoma,1,76,52,14
2018-12-01,78,Metro Boomin Featuring 21 Savage,Don't Come Out The House,1,63,38,3
2018-12-01,79,Anuel AA & Romeo Santos,Ella Quiere Beber,1,86,79,3
2018-12-01,80,Billie Eilish & Khalid,Lovely,2,-,80,6
2018-12-01,81,Kodak Black,Take One,1,-,81,1
2018-12-01,82,Camila Cabello,Consequences,1,83,82,3
2018-12-01,83,Daniel Caesar Featuring H.E.R.,Best Part,1,84,75,18
2018-12-01,84,Lil Peep & XXXTENTACION,Falling Down,1,72,13,10
2018-12-01,85,6ix9ine Featuring Bobby Shmurda,STOOPID,1,88,25,7
2018-12-01,86,Quavo,W O R K I N M E,1,82,52,15
2018-12-01,87,Thomas Rhett,Sixteen,1,91,87,2
2018-12-01,88,Dustin Lynch,Good Girl,1,93,88,2
2018-12-01,89,Eminem Featuring Joyner Lucas,Lucky You,1,92,6,12
2018-12-01,90,Kip Moore,Last Shot,1,95,90,2
2018-12-01,91,Lil Wayne Featuring Kendrick Lamar,Mona Lisa,1,87,2,8
2018-12-01,92,City Girls Featuring Cardi B,Twerk,1,-,92,1
2018-12-01,93,Lil Mosey,Noticed,2,90,80,9
2018-12-01,94,Silk City x Dua Lipa,Electricity,3,-,94,5
2018-12-01,95,Eric Church,Desperate Man,4,94,94,15
2018-12-01,96,Chris Stapleton,Millionaire,1,96,96,2
2018-12-01,97,Billie Eilish,Ocean Eyes,1,-,97,1
2018-12-01,98,Ellie Goulding X Diplo Featuring Swae Lee,Close To Me,1,-,98,1
2018-12-01,99,Jason Aldean,Girl Like You,1,-,99,1
2018-12-01,100,AJR,Burn The House Down,1,-,100,1
2018-12-08,1,Travis Scott,Sicko Mode,1,2,1,17
2018-12-08,2,Ariana Grande,"Thank U, Next",1,1,1,4
2018-12-08,3,Marshmello & Bastille,Happier,1,3,3,15
2018-12-08,4,Halsey,Without Me,1,4,4,8
2018-12-08,5,Panic! At The Disco,High Hopes,3,6,5,17
2018-12-08,6,Sheck Wes,Mo Bamba,1,7,6,14
2018-12-08,7,Kodak Black Featuring Travis Scott & Offset,ZEZE,1,10,2,7
2018-12-08,8,Lil Baby & Gunna,Drip Too Hard,1,9,4,11
2018-12-08,9,Maroon 5 Featuring Cardi B,Girls Like You,1,8,1,27
2018-12-08,10,Juice WRLD,Lucid Dreams,1,5,2,29
2018-12-08,11,Post Malone,Better Now,1,11,3,31
2018-12-08,12,5 Seconds Of Summer,Youngblood,1,12,7,26
2018-12-08,13,Ariana Grande,Breathin,1,13,13,15
2018-12-08,14,Mariah Carey,All I Want For Christmas Is You,8,29,14,25
2018-12-08,15,Gucci Mane X Bruno Mars X Kodak Black,Wake Up In The Sky,1,14,14,11
2018-12-08,16,Ella Mai,Trip,1,15,11,17
2018-12-08,17,Post Malone & Swae Lee,Sunflower (Spider-Man: Into The Spider-Verse),1,16,9,6
2018-12-08,18,"Benny Blanco, Halsey & Khalid",Eastside,1,17,17,20
2018-12-08,19,Bad Bunny Featuring Drake,MIA,1,18,5,7
2018-12-08,20,Khalid & Normani,Love Lies,1,19,9,41
2018-12-08,21,Andy Williams,It's The Most Wonderful Time Of The Year,3,-,21,5
2018-12-08,22,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",Taki Taki,1,22,11,9
2018-12-08,23,Brenda Lee,Rockin' Around The Christmas Tree,8,-,23,23
2018-12-08,24,Cardi B,Money,1,21,13,6
2018-12-08,25,Imagine Dragons,Natural,1,20,13,19
2018-12-08,26,Burl Ives,A Holly Jolly Christmas,3,-,26,5
2018-12-08,27,Flipp Dinero,Leave Me Alone,1,28,27,11
2018-12-08,28,Lady Gaga & Bradley Cooper,Shallow,1,23,5,9
2018-12-08,29,Khalid,Better,1,43,29,11
2018-12-08,30,Bazzi Featuring Camila Cabello,Beautiful,1,30,30,17
2018-12-08,31,"Cardi B, Bad Bunny & J Balvin",I Like It,1,24,1,34
2018-12-08,32,lovelytheband,Broken,1,35,29,20
2018-12-08,33,Bobby Helms,Jingle Bell Rock,7,-,33,21
2018-12-08,34,Ariana Grande,God Is A Woman,1,26,8,20
2018-12-08,35,Tyga Featuring Offset,Taste,1,27,8,27
2018-12-08,36,6ix9ine Featuring Nicki Minaj & Murda Beatz,FEFE,1,38,3,19
2018-12-08,37,Drake,In My Feelings,1,25,1,22
2018-12-08,38,Dan + Shay,Speechless,1,33,33,12
2018-12-08,39,Nat King Cole,The Christmas Song (Merry Christmas To You),7,-,39,12
2018-12-08,40,Lil Wayne,Uproar,1,37,7,9
2018-12-08,41,Kane Brown,Lose It,2,40,28,20
2018-12-08,42,Luke Combs,She Got The Best Of Me,1,34,34,16
2018-12-08,43,Wham!,Last Christmas,3,-,43,4
2018-12-08,44,Lil Baby & Drake,Yes Indeed,1,31,6,29
2018-12-08,45,Dan + Shay,Tequila,2,36,21,38
2018-12-08,46,Drake,Nonstop,1,32,2,22
2018-12-08,47,Cardi B Featuring Kehlani,Ring,2,41,36,19
2018-12-08,48,Meek Mill Featuring Jeremih & PnB Rock,Dangerous,2,51,48,15
2018-12-08,49,Jimmie Allen,Best Shot,1,47,46,11
2018-12-08,50,Ella Mai,Boo'd Up,1,42,5,35
2018-12-08,51,NF,Lie,2,48,48,18
2018-12-08,52,Billie Eilish,When The Party's Over,1,52,52,6
2018-12-08,53,Mitchell Tenpenny,Drunk Me,2,55,53,16
2018-12-08,54,XXXTENTACION,BAD!,1,39,16,3
2018-12-08,55,Juice WRLD,Armed And Dangerous,1,53,44,3
2018-12-08,56,Shawn Mendes X Zedd,Lost In Japan,2,54,48,10
2018-12-08,57,XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee,Arms Around You,1,49,28,5
2018-12-08,58,6ix9ine Featuring Nicki Minaj & Kanye West,MAMA,1,-,58,1
2018-12-08,59,6ix9ine Featuring Tory Lanez,KIKA,1,-,59,1
2018-12-08,60,Lauren Daigle,You Say,1,58,44,20
2018-12-08,61,6ix9ine Featuring Bobby Shmurda,STOOPID,1,85,25,8
2018-12-08,62,6ix9ine Featuring Lil Baby,TIC TOC,1,-,62,1
2018-12-08,63,Lil Baby,Close Friends,1,57,28,8
2018-12-08,64,Future & Juice WRLD,Fine China,1,64,26,6
2018-12-08,65,Dean Lewis,Be Alright,1,76,65,5
2018-12-08,66,Trippie Redd,Topanga,1,61,52,5
2018-12-08,67,Yella Beezy,That's On Me,1,56,56,18
2018-12-08,68,Lil' Duval Featuring Snoop Dogg & Ball Greezy,Smile (Living My Best Life),1,60,56,14
2018-12-08,69,Billie Eilish,Come Out And Play,1,-,69,1
2018-12-08,70,Metro Boomin Featuring 21 Savage,10 Freaky Girls,1,63,42,4
2018-12-08,71,6ix9ine Featuring A Boogie Wit da Hoodie,WAKA,1,-,71,1
2018-12-08,72,Trippie Redd Featuring Juice WRLD,1400 / 999 Freestyle,1,68,55,3
2018-12-08,73,French Montana Featuring Drake,No Stylist,1,66,47,10
2018-12-08,74,Dierks Bentley Featuring Brothers Osborne,Burning Man,1,69,69,6
2018-12-08,75,Tory Lanez & Rich The Kid,Talk To Me,1,72,72,5
2018-12-08,76,Pardison Fontaine Featuring Cardi B,Backin' It Up,2,65,65,7
2018-12-08,77,Camila Cabello,Consequences,1,82,77,4
2018-12-08,78,Bebe Rexha,I'm A Mess,1,59,35,20
2018-12-08,79,Chris Young,Hangin' On,1,67,63,13
2018-12-08,80,Tyga & Nicki Minaj,Dip,1,71,63,5
2018-12-08,81,Dustin Lynch,Good Girl,1,88,81,3
2018-12-08,82,The Chainsmokers Featuring Kelsea Ballerini,This Feeling,3,73,73,7
2018-12-08,83,Billie Eilish & Khalid,Lovely,2,80,80,7
2018-12-08,84,Anuel AA & Romeo Santos,Ella Quiere Beber,1,79,79,4
2018-12-08,85,Lil Baby & Gunna Featuring Drake,Never Recover,1,70,15,8
2018-12-08,86,6ix9ine Featuring Anuel AA,BEBE,2,-,86,5
2018-12-08,87,Maren Morris,Rich,2,62,62,8
2018-12-08,88,Thomas Rhett,Sixteen,1,87,87,3
2018-12-08,89,Russell Dickerson,Blue Tacoma,1,77,52,15
2018-12-08,90,Jacquees,You,1,-,90,1
2018-12-08,91,Metro Boomin Featuring Gunna,Space Cadet,1,74,51,4
2018-12-08,92,Kip Moore,Last Shot,1,90,90,3
2018-12-08,93,Daniel Caesar Featuring H.E.R.,Best Part,1,83,75,19
2018-12-08,94,Jason Aldean,Girl Like You,1,99,94,2
2018-12-08,95,Metro Boomin Featuring 21 Savage,Don't Come Out The House,1,78,38,4
2018-12-08,96,Billie Eilish,Ocean Eyes,1,97,96,2
2018-12-08,97,Kanye West & Lil Pump,I Love It,1,75,6,12
2018-12-08,98,Lil Peep & XXXTENTACION,Falling Down,1,84,13,11
2018-12-08,99,Lil Mosey,Noticed,2,93,80,10
2018-12-08,100,Ellie Goulding X Diplo Featuring Swae Lee,Close To Me,1,98,98,2
2018-12-15,1,Ariana Grande,"Thank U, Next",1,2,1,5
2018-12-15,2,Travis Scott,Sicko Mode,1,1,1,18
2018-12-15,3,Halsey,Without Me,1,4,3,9
2018-12-15,4,Marshmello & Bastille,Happier,1,3,3,16
2018-12-15,5,Panic! At The Disco,High Hopes,3,5,5,18
2018-12-15,6,Meek Mill Featuring Drake,Going Bad,1,-,6,1
2018-12-15,7,Mariah Carey,All I Want For Christmas Is You,8,14,7,26
2018-12-15,8,Kodak Black Featuring Travis Scott & Offset,ZEZE,1,7,2,8
2018-12-15,9,Lil Baby & Gunna,Drip Too Hard,1,8,4,12
2018-12-15,10,Sheck Wes,Mo Bamba,1,6,6,15
2018-12-15,11,Maroon 5 Featuring Cardi B,Girls Like You,1,9,1,28
2018-12-15,12,Ariana Grande,Breathin,1,13,12,16
2018-12-15,13,Juice WRLD,Lucid Dreams,1,10,2,30
2018-12-15,14,5 Seconds Of Summer,Youngblood,1,12,7,27
2018-12-15,15,Post Malone,Better Now,1,11,3,32
2018-12-15,16,Andy Williams,It's The Most Wonderful Time Of The Year,3,21,16,6
2018-12-15,17,Post Malone & Swae Lee,Sunflower (Spider-Man: Into The Spider-Verse),1,17,9,7
2018-12-15,18,"Benny Blanco, Halsey & Khalid",Eastside,1,18,17,21
2018-12-15,19,Gucci Mane X Bruno Mars X Kodak Black,Wake Up In The Sky,1,15,14,12
2018-12-15,20,Meek Mill Featuring Rick Ross & JAY-Z,What's Free,1,-,20,1
2018-12-15,21,Brenda Lee,Rockin' Around The Christmas Tree,8,23,21,24
2018-12-15,22,Burl Ives,A Holly Jolly Christmas,3,26,22,6
2018-12-15,23,Ella Mai,Trip,1,16,11,18
2018-12-15,24,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",Taki Taki,1,22,11,10
2018-12-15,25,Bad Bunny Featuring Drake,MIA,1,19,5,8
2018-12-15,26,Bobby Helms,Jingle Bell Rock,7,33,26,22
2018-12-15,27,Khalid & Normani,Love Lies,1,20,9,42
2018-12-15,28,Cardi B,Money,1,24,13,7
2018-12-15,29,Nat King Cole,The Christmas Song (Merry Christmas To You),7,39,29,13
2018-12-15,30,Meek Mill Featuring Cardi B,On Me,1,-,30,1
2018-12-15,31,Meek Mill Featuring Jeremih & PnB Rock,Dangerous,2,48,31,16
2018-12-15,32,Flipp Dinero,Leave Me Alone,1,27,27,12
2018-12-15,33,Khalid,Better,1,29,29,12
2018-12-15,34,Wham!,Last Christmas,3,43,34,5
2018-12-15,35,Imagine Dragons,Natural,1,25,13,20
2018-12-15,36,Gene Autry,Rudolph The Red-Nosed Reindeer,1,-,36,1
2018-12-15,37,Bazzi Featuring Camila Cabello,Beautiful,1,30,30,18
2018-12-15,38,Lady Gaga & Bradley Cooper,Shallow,1,28,5,10
2018-12-15,39,Meek Mill Featuring Fabolous & Anuel AA,Uptown Vibes,1,-,39,1
2018-12-15,40,Dan + Shay,Speechless,1,38,33,13
2018-12-15,41,Dean Martin,"Let It Snow, Let It Snow, Let It Snow",1,-,41,1
2018-12-15,42,"Cardi B, Bad Bunny & J Balvin",I Like It,1,31,1,35
2018-12-15,43,6ix9ine Featuring Nicki Minaj & Kanye West,MAMA,1,58,43,2
2018-12-15,44,6ix9ine Featuring Tory Lanez,KIKA,1,59,44,2
2018-12-15,45,lovelytheband,Broken,1,32,29,21
2018-12-15,46,Lil Baby,Pure Cocaine,1,-,46,1
2018-12-15,47,Tyga Featuring Offset,Taste,1,35,8,28
2018-12-15,48,Ariana Grande,God Is A Woman,1,34,8,21
2018-12-15,49,Luke Combs,She Got The Best Of Me,1,42,34,17
2018-12-15,50,Lil Wayne,Uproar,1,40,7,10
2018-12-15,51,6ix9ine Featuring A Boogie Wit da Hoodie,WAKA,1,71,51,2
2018-12-15,52,6ix9ine Featuring Nicki Minaj & Murda Beatz,FEFE,1,36,3,20
2018-12-15,53,6ix9ine Featuring Lil Baby,TIC TOC,1,62,53,2
2018-12-15,54,Meek Mill Featuring Ella Mai,24/7,1,-,54,1
2018-12-15,55,Meek Mill,Intro,1,-,55,1
2018-12-15,56,Mitchell Tenpenny,Drunk Me,2,53,53,17
2018-12-15,57,Meek Mill,Respect The Game,1,-,57,1
2018-12-15,58,Cardi B Featuring Kehlani,Ring,2,47,36,20
2018-12-15,59,Jimmie Allen,Best Shot,1,49,46,12
2018-12-15,60,Nicki Minaj Featuring Lil Wayne,Good Form,1,-,60,1
2018-12-15,61,Meek Mill,Trauma,1,-,61,1
2018-12-15,62,Lil Baby Featuring Meek Mill,Time,1,-,62,1
2018-12-15,63,Ski Mask The Slump God Featuring Juice WRLD,Nuketown,1,-,63,1
2018-12-15,64,Kodak Black,Calling My Spirit,1,-,64,1
2018-12-15,65,NF,Lie,2,51,48,19
2018-12-15,66,Lil Baby Featuring Gunna,Ready,1,-,66,1
2018-12-15,67,Mark Ronson Featuring Miley Cyrus,Nothing Breaks Like A Heart,1,-,67,1
2018-12-15,68,Billie Eilish,When The Party's Over,1,52,52,7
2018-12-15,69,Lauren Daigle,You Say,1,60,44,21
2018-12-15,70,Meek Mill,Championships,1,-,70,1
2018-12-15,71,Shawn Mendes X Zedd,Lost In Japan,2,56,48,11
2018-12-15,72,Meek Mill Featuring Kodak Black,Tic Tac Toe,1,-,72,1
2018-12-15,73,Meek Mill,Almost Slipped,1,-,73,1
2018-12-15,74,XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee,Arms Around You,1,57,28,6
2018-12-15,75,XXXTENTACION,BAD!,1,54,16,4
2018-12-15,76,Juice WRLD,Armed And Dangerous,1,55,44,4
2018-12-15,77,"Meek Mill Featuring Future, Roddy Ricch & Young Thug",Splash Warning,1,-,77,1
2018-12-15,78,Meek Mill Featuring 21 Savage,Pay You Back,1,-,78,1
2018-12-15,79,Dean Lewis,Be Alright,1,65,65,6
2018-12-15,80,Yella Beezy,That's On Me,1,67,56,19
2018-12-15,81,Ski Mask The Slump God,Foot Fungus,1,-,81,1
2018-12-15,82,Lil Baby,Crush A Lot,1,-,82,1
2018-12-15,83,Tory Lanez & Rich The Kid,Talk To Me,1,75,72,6
2018-12-15,84,Lil Baby,Close Friends,1,63,28,9
2018-12-15,85,Meek Mill,Oodles O' Noodles Babies,1,-,85,1
2018-12-15,86,Pardison Fontaine Featuring Cardi B,Backin' It Up,2,76,65,8
2018-12-15,87,The Chainsmokers Featuring Kelsea Ballerini,This Feeling,3,82,73,8
2018-12-15,88,Future & Juice WRLD,Fine China,1,64,26,7
2018-12-15,89,6ix9ine Featuring Bobby Shmurda,STOOPID,1,61,25,9
2018-12-15,90,Dierks Bentley Featuring Brothers Osborne,Burning Man,1,74,69,7
2018-12-15,91,Lil Baby,Global,1,-,91,1
2018-12-15,92,Lil' Duval Featuring Snoop Dogg & Ball Greezy,Smile (Living My Best Life),1,68,56,15
2018-12-15,93,Ellie Goulding X Diplo Featuring Swae Lee,Close To Me,1,100,93,3
2018-12-15,94,Camila Cabello,Consequences,1,77,77,5
2018-12-15,95,French Montana Featuring Drake,No Stylist,1,73,47,11
2018-12-15,96,Dustin Lynch,Good Girl,1,81,81,4
